,College,Credits,Instructor,CourseSubject,ClassID,SectionNumber,CourseName,Cost,TimeOfCourse,CourseBuilding,CourseRoom,ClassDays,Dates,WeeksInSemester,Semester,Year,Location,Website,UncgID,UncgTitle
2848,Cape Fear Community College,3.0,C. Saba,ENG,111,IW08 (115229),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2849,Cape Fear Community College,3.0,D. Lanigan,ENG,111,IW10 (115235),Writing and Inquiry,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2850,Cape Fear Community College,3.0,K. McEwen,ENG,111,NWY02 (115233),Writing and Inquiry,$228,11:00AM - 12:50PM, McKeithan Center (NA), 304 ,Tuesday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2851,Cape Fear Community College,3.0,D. Lanigan,ENG,111,NY03 (115197),Writing and Inquiry,$228,11:00AM - 11:50AM, McKeithan Center (NA), 211 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2852,Cape Fear Community College,3.0,K. McEwen,ENG,111,NY04 (115193),Writing and Inquiry,$228,11:00AM - 12:10PM, McKeithan Center (NA), 206 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2853,Cape Fear Community College,3.0,R. Hardin,ENG,111,TY01 (115189),Writing and Inquiry,$228,02:30PM - 03:40PM, Zander Guy Building (SA), 122 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Alston Burke Surf City Campus,https://cfcc.edu/,ENG 101,COLLEGE WRITING I
2854,Cape Fear Community College,3.0,K. Holian,ENG,112,BY01 (113776),Writing/Research in the Disc,$228,09:00AM - 10:10AM, Burgaw(B), 112 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Burgaw Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2855,Cape Fear Community College,3.0,K. Holian,ENG,112,BY02 (113777),Writing/Research in the Disc,$228,10:30AM - 11:40AM, Burgaw(B), 112 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,Burgaw Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2856,Cape Fear Community College,3.0,K. McShane-Moley,ENG,112,D08 (113805),Writing/Research in the Disc,$228,11:00AM - 12:15PM, McLeod Building (S), 513,"Monday, Wednesday",01/11/2021-05/12/2021,17,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2857,Cape Fear Community College,3.0,D. Patterson,ENG,112,DY05 (113797),Writing/Research in the Disc,$228,11:00AM - 12:10PM, McLeod Building (S), 501 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2858,Cape Fear Community College,3.0,J. Metzger,ENG,112,DY06 (113799),Writing/Research in the Disc,$228,09:30AM - 10:40AM, McLeod Building (S), 513 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2859,Cape Fear Community College,3.0,J. Metzger,ENG,112,HI01 (113810),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2860,Cape Fear Community College,3.0,K. McShane-Moley,ENG,112,I01 (113811),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2861,Cape Fear Community College,3.0,T. Koch,ENG,112,I01K (113812),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,02/08/2021-05/12/2021,13,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2862,Cape Fear Community College,3.0,J. Metzger,ENG,112,I01L (113813),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2863,Cape Fear Community College,3.0,K. Holian,ENG,112,I01Z (113814),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,03/15/2021-05/12/2021,8,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2864,Cape Fear Community College,3.0,T. Koch,ENG,112,I02 (113815),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2865,Cape Fear Community College,3.0,C. Weaver,ENG,112,I02K (115201),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,02/08/2021-05/12/2021,13,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2866,Cape Fear Community College,3.0,C. Weaver,ENG,112,I02Z (115202),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,03/15/2021-05/12/2021,8,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2867,Cape Fear Community College,3.0,J. Metzger,ENG,112,I03 (113818),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2868,Cape Fear Community College,3.0,D. Patterson,ENG,112,I05 (113820),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2869,Cape Fear Community College,3.0,B. Floyd,ENG,112,I06 (113821),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2870,Cape Fear Community College,3.0,K. Knight,ENG,112,I07 (113778),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2871,Cape Fear Community College,3.0,G. Gulliksen,ENG,112,I08 (113779),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2872,Cape Fear Community College,3.0,G. Gulliksen,ENG,112,I09 (113780),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2873,Cape Fear Community College,3.0,G. Gulliksen,ENG,112,I10 (113781),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2874,Cape Fear Community College,3.0,R. Franklin,ENG,112,I11 (113782),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2875,Cape Fear Community College,3.0,R. Franklin,ENG,112,I12 (113783),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2876,Cape Fear Community College,3.0,G. Hurley,ENG,112,I13 (113784),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2877,Cape Fear Community College,3.0,B. Floyd,ENG,112,I15 (113785),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2878,Cape Fear Community College,3.0,G. Hurley,ENG,112,I16 (113786),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2879,Cape Fear Community College,3.0,G. Gulliksen,ENG,112,I17 (113787),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2880,Cape Fear Community College,3.0,R. Franklin,ENG,112,I18 (113788),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2881,Cape Fear Community College,3.0,R. Franklin,ENG,112,I19 (113789),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2882,Cape Fear Community College,3.0,B. Bennett,ENG,112,I21 (113791),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2883,Cape Fear Community College,3.0,B. Bennett,ENG,112,I22 (113792),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2884,Cape Fear Community College,3.0,M. Murfee,ENG,112,I23 (113793),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2885,Cape Fear Community College,3.0,B. Bennett,ENG,112,I24 (113794),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2886,Cape Fear Community College,3.0,T. Koch,ENG,112,I25 (113795),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2887,Cape Fear Community College,3.0,K. McShane-Moley,ENG,112,I26 (113804),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2888,Cape Fear Community College,3.0,D. Patterson,ENG,112,I27 (113796),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2889,Cape Fear Community College,3.0,K. McShane-Moley,ENG,112,I28 (113798),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2890,Cape Fear Community College,3.0,M. Murfee,ENG,112,I29 (113803),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2891,Cape Fear Community College,3.0,B. Floyd,ENG,112,I30 (113800),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2892,Cape Fear Community College,3.0,K. McShane-Moley,ENG,112,I31 (113802),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2893,Cape Fear Community College,3.0,M. Murfee,ENG,112,I32 (113801),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2894,Cape Fear Community College,3.0,K. Knight,ENG,112,I34 (113808),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2895,Cape Fear Community College,3.0,K. Knight,ENG,112,I35 (113809),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2896,Cape Fear Community College,3.0,L. Moore,ENG,112,I36 (113822),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2897,Cape Fear Community College,3.0,L. Moore,ENG,112,I37 (113823),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2898,Cape Fear Community College,3.0,J. Miller,ENG,112,I38 (113824),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2899,Cape Fear Community College,3.0,J. Miller,ENG,112,I39 (113825),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2900,Cape Fear Community College,3.0,K. McShane-Moley,ENG,112,I40 (113826),Writing/Research in the Disc,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2901,Cape Fear Community College,3.0,R. Hardin,ENG,112,TY01 (113827),Writing/Research in the Disc,$228,11:00AM - 12:10PM, Zander Guy Building (SA), 122 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Alston Burke Surf City Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2902,Cape Fear Community College,3.0,R. Hardin,ENG,112,TY02 (119714),Writing/Research in the Disc,$228,08:30AM - 09:40AM, Room to be Announced (more)...,TBA,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Alston Burke Surf City Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2903,Cape Fear Community College,3.0,G. Hurley,ENG,114,DY05 (113832),Prof Research & Reporting,$228,11:00AM - 12:15PM, McLeod Building (S), 306 ,Wednesday,01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2904,Cape Fear Community College,3.0,G. Hurley,ENG,114,I01 (113833),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2905,Cape Fear Community College,3.0,L. Richardson,ENG,114,I01Z (113835),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,03/15/2021-05/12/2021,8,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2906,Cape Fear Community College,3.0,G. Hurley,ENG,114,I02 (113834),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2907,Cape Fear Community College,3.0,C. Oakley,ENG,114,I03 (113836),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2908,Cape Fear Community College,3.0,C. Oakley,ENG,114,I04 (113837),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2909,Cape Fear Community College,3.0,G. Hurley,ENG,114,I05 (113828),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2910,Cape Fear Community College,3.0,J. Lahnstein,ENG,114,I06 (113829),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2911,Cape Fear Community College,3.0,J. Lahnstein,ENG,114,I07 (113830),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2912,Cape Fear Community College,3.0,M. Merrill,ENG,114,I08 (113831),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2913,Cape Fear Community College,3.0,K. Holian,ENG,114,I09 (113838),Prof Research & Reporting,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 102,COLLEGE WRITING II
2914,Cape Fear Community College,3.0,R. Franklin,ENG,125,DY01 (120373),Creative Writing I,$228,12:30PM - 01:40PM, McLeod Building (S), 302 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,Wilmington Campus,https://cfcc.edu/,ENG 221,WRITING OF POETRY: INTRODUCTORY
2915,Cape Fear Community College,3.0,M. Williams,ENG,125,I01 (113840),Creative Writing I,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 221,WRITING OF POETRY: INTRODUCTORY
2916,Cape Fear Community College,3.0,M. Williams,ENG,126,I01 (115204),Creative Writing II,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 225,WRITING OF FICTION: INTRODUCTORY (3)
2917,Cape Fear Community College,3.0,C. Saba,ENG,231,I01 (113844),American Literature I,$228,No time given,TBA, cfcc.edu,Days to be Announced,01/07/2021-05/12/2021,18,Spring,2021,Online,https://cfcc.edu/,ENG 251,MAJOR AMERICAN AUTHORS: COLONIAL TO ROMANTIC
2918,Cape Fear Community College,4.0,T. McMillon,AHR,113,NY01 (113215),Comfort Cooling,$304,08:10AM - 08:50AM, Advanced & Emerging Tech (NE), 127 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2919,Cape Fear Community College,4.0,K. Barrow,AHR,113,NYE01 (113216),Comfort Cooling,$304,07:10PM - 07:50PM, Advanced & Emerging Tech (NE), 127 ,"Tuesday, Thursday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2920,Cape Fear Community College,4.0,T. McMillon,AHR,114,NY01 (113217),Heat Pump Technology,$304,08:10AM - 08:50AM, Advanced & Emerging Tech (NE), 127 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2921,Cape Fear Community College,4.0,K. Barrow,AHR,114,NYE01 (113218),Heat Pump Technology,$304,05:10PM - 05:50PM, Advanced & Emerging Tech (NE), 127 ,"Monday, Wednesday",01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2922,Cape Fear Community College,4.0,T. McMillon,AHR,133,NY01 (113219),HVAC Servicing,$304,10:10AM - 10:50AM, Advanced & Emerging Tech (NE), 127 ,Wednesday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2923,Cape Fear Community College,4.0,K. Barrow,AHR,133,NYE01 (113220),HVAC Servicing,$304,07:10PM - 07:50PM, Advanced & Emerging Tech (NE), 127 ,Wednesday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2924,Cape Fear Community College,2.0,C. Jackson,AHR,210,NY01 (113221),Residential Building Code,$152,12:10PM - 12:55PM, Advanced & Emerging Tech (NE), 127 ,Friday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
2925,Cape Fear Community College,3.0,T. McMillon,AHR,211,NY01 (113222),Residential System Design,$228,11:10AM - 12:50PM, Advanced & Emerging Tech (NE), 101 ,Tuesday,01/07/2021-05/12/2021,18,Spring,2021,North Campus,https://cfcc.edu/,No equivalency found,No equivalency found
