college,section,credits,instructor,dates,location
Caldwell Community College and Technical Institute,MUS-252P-680CA (96998) Class Music IV - Piano,1,K. Gant,"01/07/2021-05/05/2021 Lab/Shop Hours Monday 11:00AM - 11:50AM, Building - E, Room 301 (more)...Comments: MUS-252P-680CA is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,MUS-252P-680CB (96999) Class Music IV - Piano,1,K. Gant,"01/07/2021-05/05/2021 Lab/Shop Hours Wednesday 11:00AM - 11:50AM, Building - E, Room 301 (more)...Comments: MUS-252P-680CB is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,MUS-252P-680WA (97026) Class Music IV - Piano,1,C. Gibson,"01/07/2021-05/05/2021 Lab/Shop Hours Monday 11:00AM - 11:50AM, W372, Room 118 (more)...Comments: MUS-252P-680WA is an Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
Caldwell Community College and Technical Institute,MUS-252P-680WB (97027) Class Music IV - Piano,1,C. Gibson,"01/07/2021-05/05/2021 Lab/Shop Hours Wednesday 11:00AM - 11:50AM, W372, Room 118 (more)...Comments: MUS-252P-680WB is an Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
Caldwell Community College and Technical Institute,MUS-252P-681CA (97007) Class Music IV - Piano,1,K. Gant,"01/07/2021-05/05/2021 Lab/Shop Hours Monday 12:00PM - 12:50PM, Building - E, Room 301 (more)...Comments: MUS-252P-681CA is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,MUS-252P-681CB (97008) Class Music IV - Piano,1,K. Gant,"01/07/2021-05/05/2021 Lab/Shop Hours Wednesday 12:00PM - 12:50PM, Building - E, Room 301 (more)...Comments: MUS-252P-681CB is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,MUS-261P-460 (97050) Applied Music III - Piano,2,J. Butler,"01/07/2021-05/05/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOff Campus Sites, Room OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2357.",Caldwell
Caldwell Community College and Technical Institute,MUS-261V-460 (97051) Applied Music III - Voice,2,J. Butler,"01/07/2021-05/05/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOff Campus Sites, Room OFFComments: Additional fee. Student must contact Justin Butler to schedule  meeting time at jbutler@cccti.edu or 828.726.2357.",Caldwell
Caldwell Community College and Technical Institute,NET-126-620 (94465) Routing Basics,3,M. Howell,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: NET-126-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,NET-289-620 (94467) Networking Project,3,T. Barrier,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: NET-289-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,NMT-134-680C (97174) Nuclear Pharmacy,2,L. Deal,"01/07/2021-05/05/2021 Classroom Hours Thursday 01:00PM - 02:30PM, Building - F, Room 308 (more)...Comments: NMT-134-680C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,NMT-217-620 (94962) Radiobiology and Protection,2,L. Deal,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: NMT-217-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,NMT-221-101 (94957) NMT Clinical Practice II,7,L. Deal,"01/07/2021-05/05/2021 Clinical Hours Days to be Announced, Times to be AnnouncedOff Campus Sites, Room OFF",Caldwell
Caldwell Community College and Technical Institute,NMT-222-200C (97175) Proc for Nuclear Med II,2,L. Deal,"01/07/2021-03/08/2021 Classroom Hours Monday, Tuesday 10:00AM - 11:30AM, Building - F, Room 319 (more)...Comments: NMT-222-200C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,NMT-225-200C (94959) Imaging Instrumentation,2,L. Deal,"01/07/2021-03/08/2021 Classroom Hours Monday, Tuesday 12:30PM - 02:45PM, Building - F, Room 319 (more)...Comments: NMT-225-200C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,NMT-289-620 (97177) Nuc Med Tech Topics,3,L. Deal,"03/09/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: NMT-289-620 is an Internet course that may require on-campus or proctored testing.",On Line
Caldwell Community College and Technical Institute,NOS-120-040CA (97237) Linux/UNIX Single User,3,T. Mendenhall,"01/07/2021-05/05/2021 Classroom Hours Tuesday 08:05AM - 09:25AM, Building - F, Room 221 (more)...Comments: NOS-120-040CA is limited to CASA students.",Caldwell
Caldwell Community College and Technical Institute,NOS-120-040CB (97239) Linux/UNIX Single User,3,T. Mendenhall,"01/07/2021-05/05/2021 Classroom Hours Thursday 08:05AM - 09:25AM, Building - F, Room 221 (more)...Comments: NOS-120-040CB is limited to CASA students.",Caldwell
Caldwell Community College and Technical Institute,NOS-120-620 (94468) Linux/UNIX Single User,3,T. Barrier,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: NOS-120-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,NOS-130-620 (94469) Windows Single User,3,H. Wright,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: NOS-130-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,NUR-101-680C (96938) Practical Nursing I,11,"R. Rice, B. Baker, A. Cline","01/07/2021-05/05/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINE (more)...Comments: NUR-101-680C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,NUR-101-680W (96939) Practical Nursing I,11,"R. Rice, B. Baker, A. Cline","01/07/2021-05/05/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINE (more)...Comments: NUR-101-680W is an Internet/campus combination course with the on-campus portion meeting on Watauga campus.",Watauga
Caldwell Community College and Technical Institute,NUR-112-680C (97110) Health-Illness Concepts,5,"D. Barnhouse, C. Patton, S. Apperson,  (more)","01/11/2021-03/02/2021 Clinical Hours Monday, Tuesday, Wednesday, Saturday Times to be AnnouncedHospital, Room HOSP (more)...Comments: NUR-112-680C is an Internet/campus combination course with the  on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,NUR-112-680W (97111) Health-Illness Concepts,5,"D. Barnhouse, C. Patton, S. Apperson,  (more)","01/11/2021-03/02/2021 Clinical Hours Monday, Tuesday, Wednesday, Saturday Times to be AnnouncedHospital, Room HOSP (more)...Comments: NUR-112-680W is an Internet/campus combination course with the  on-campus portion meeting on Watauga campus.",Watauga
Caldwell Community College and Technical Institute,NUR-211-680C (97114) Health Care Concepts,5,"D. Barnhouse, C. Patton, S. Apperson,  (more)","03/03/2021-04/27/2021 Clinical Hours Monday, Tuesday, Wednesday, Saturday Times to be AnnouncedHospital, Room HOSP (more)...Comments: NUR-211-680C is an Internet/campus combination course with the  on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,NUR-211-680W (97116) Health Care Concepts,5,"D. Barnhouse, C. Patton, S. Apperson,  (more)","03/03/2021-04/27/2021 Clinical Hours Monday, Tuesday, Wednesday, Saturday Times to be AnnouncedHospital, Room HOSP (more)...Comments: NUR-211-680W is an Internet/campus combination course with the  on-campus portion meeting on Watauga campus.",Watauga
Caldwell Community College and Technical Institute,NUR-213-680C (97119) Complex Health Concepts,10,"R. Boelke, P. Owens, B. Baker","01/13/2021-04/28/2021 Lab/Shop Hours Monday, Tuesday, Wednesday 08:00AM - 05:00PM, Building - E, Room 224 (more)...Comments: NUR-213-680C is an Internet/campus combination course with the  on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,NUR-213-680W (97122) Complex Health Concepts,10,"R. Boelke, P. Owens, B. Baker","01/13/2021-04/28/2021 Lab/Shop Hours Monday, Tuesday, Wednesday 08:00AM - 05:00PM, W141, Room 105 (more)...Comments: NUR-213-680W is an Internet/campus combination course with the  on-campus portion meeting on Watauga campus.",Watauga
Caldwell Community College and Technical Institute,OPH-113-680C (97215) Intro to Diseases of Eye,2,B. Harris,"01/12/2021-03/23/2021 Classroom Hours Tuesday, Thursday 09:00AM - 10:00AM, Building - H, Room 319 (more)...Comments: OPH-113-680C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,OPH-114-680C (97216) Basic Ophthalmic Pharma.,2,B. Harris,"01/12/2021-03/23/2021 Classroom Hours Tuesday, Thursday 10:15AM - 11:15AM, Building - H, Room 319 (more)...Comments: OPH-114-680C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,OPH-118-680C (97218) Ophthalmic Patient Care,2,F. Race,"01/12/2021-03/23/2021 Classroom Hours Tuesday, Thursday 11:30AM - 12:30PM, Building - H, Room 319 (more)...Comments: OPH-118-680C is an Internet/campus combination course with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,OPH-120-101 (94956) Ophtha Med Assist Pract II,6,F. Race,"01/07/2021-05/05/2021 Clinical Hours Days to be Announced, Times to be AnnouncedOff Campus Sites, Room OFF",Caldwell
Caldwell Community College and Technical Institute,OST-134-620 (94738) Text Entry & Formatting,3,J. Campbell,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: OST-134-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,OST-136-620 (94739) Word Processing,3,J. Campbell,"01/07/2021-03/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: OST-136-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,OST-184-620 (94741) Records Management,3,B. Elder,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: OST-284-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,OST-236-620 (94742) Adv Word Processing,3,J. Campbell,"03/09/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: OST-236-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,OST-286-620 (94743) Professional Development,3,M. Yancey,"03/09/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: OST-286-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,OST-288-620 (94745) Medical Office Admin Capstone,3,M. Yancey,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: OST-288-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,OST-288-680C (94750) Medical Office Admin Capstone,3,M. Yancey,"01/07/2021-05/05/2021 Classroom Hours Wednesday 10:00AM - 10:50AM, Building - F, Room 217 (more)...Comments: OST-288-680C is an Internet/campus combination course  with the on-campus portion meeting on Caldwell campus.",Caldwell
Caldwell Community College and Technical Institute,OST-289-620 (94746) Office Admin Capstone,3,J. Campbell,"01/07/2021-05/05/2021 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room ONLINEComments: OST-289-620 is an Internet course that may require on-campus or  proctored testing.",On Line
Caldwell Community College and Technical Institute,PED-110-040C (97310) Fit and Well for Life,2,M. Gaddy,"01/07/2021-05/05/2021 Classroom Hours Monday 09:30AM - 10:45AM, Building - E, Room 120 (more)...Comments: PED-110-040C is limited to CASA students.",Caldwell
Caldwell Community College and Technical Institute,PED-110-041C (97311) Fit and Well for Life,2,M. Gaddy,"01/07/2021-05/05/2021 Classroom Hours Monday 11:00AM - 12:15PM, Building - E, Room 120 (more)...Comments: PED-110-041C is limited to CASA students.",Caldwell
