Column1,college,section,credits,instructor,dates,location
2350,Cape Fear Community College,BIO-111-I03 (116008) General Biology I,4,J. Ball,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2351,Cape Fear Community College,BIO-111-I04 (116578) General Biology I,4,B. Gillingham,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2352,Cape Fear Community College,BIO-111-I05 (116579) General Biology I,4,B. Gillingham,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2353,Cape Fear Community College,BIO-111-I06 (116580) General Biology I,4,B. Gillingham,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2354,Cape Fear Community College,BIO-111-I07 (116581) General Biology I,4,J. Snoberger,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2355,Cape Fear Community College,BIO-111-I08 (116582) General Biology I,4,J. Snoberger,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2356,Cape Fear Community College,BIO-111-I09 (116583) General Biology I,4,J. Gee,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2357,Cape Fear Community College,BIO-111-I10 (116584) General Biology I,4,E. Hofmann,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2358,Cape Fear Community College,BIO-111-I11 (116585) General Biology I,4,J. Ball,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2359,Cape Fear Community College,BIO-111-I12 (116586) General Biology I,4,E. Hofmann,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2360,Cape Fear Community College,BIO-111-I13 (116587) General Biology I,4,J. Ball,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2361,Cape Fear Community College,BIO-111-I14 (116588) General Biology I,4,M. Shipp-Pennock,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2362,Cape Fear Community College,BIO-111-I15 (116589) General Biology I,4,M. Shipp-Pennock,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2363,Cape Fear Community College,BIO-111-I16 (116590) General Biology I,4,M. Doyle,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2364,Cape Fear Community College,BIO-111-I17 (116591) General Biology I,4,M. Doyle,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2365,Cape Fear Community College,BIO-112-I01 (115904) General Biology II,4,J. Ball,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2366,Cape Fear Community College,BIO-112-I02 (116553) General Biology II,4,B. Gillingham,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2367,Cape Fear Community College,BIO-112-I03 (116554) General Biology II,4,B. Gillingham,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2368,Cape Fear Community College,BIO-112-I04 (116555) General Biology II,4,M. Shipp-Pennock,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2369,Cape Fear Community College,BIO-130-N02 (115516) Introductory Zoology,4,M. Shipp-Pennock,"08/21/2020-12/17/2020 Classroom Hours Tuesday, Thursday 03:00PM - 04:15PM, Advanced & Emerging Tech (NE), Room 214 (more)...",North Campus
2370,Cape Fear Community College,BIO-163-DY01 (116549) Basic Anat & Physiology,5,D. Uguccioni,"08/21/2020-12/17/2020 Classroom Hours Tuesday, Thursday 03:00PM - 04:45PM, Union Station (U), Room 464 (more)...",Wilmington Campus
2371,Cape Fear Community College,BIO-163-I01 (109068) Basic Anat & Physiology,5,M. Shipp-Pennock,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2372,Cape Fear Community College,BIO-163-I02 (115868) Basic Anat & Physiology,5,J. Snoberger,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2373,Cape Fear Community College,BIO-163-I03 (116009) Basic Anat & Physiology,5,H. Walters,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2374,Cape Fear Community College,BIO-163-I04 (116599) Basic Anat & Physiology,5,H. Walters,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2375,Cape Fear Community College,BIO-163-I05 (116600) Basic Anat & Physiology,5,H. Walters,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2376,Cape Fear Community College,BIO-168-DY04 (117212) Anatomy and Physiology I,4,H. Robertson,"08/21/2020-12/17/2020 Classroom Hours Monday, Wednesday 03:00PM - 04:10PM, McLeod Building (S), Room 002 (more)...",Wilmington Campus
2377,Cape Fear Community College,BIO-168-DY05 (117264) Anatomy and Physiology I,4,E. Hofmann,"08/21/2020-12/17/2020 Classroom Hours Tuesday, Thursday 09:00AM - 10:10AM, McLeod Building (S), Room 002 (more)...",Wilmington Campus
2378,Cape Fear Community College,BIO-168-DY06 (117389) Anatomy and Physiology I,4,J. Ball,"08/21/2020-12/17/2020 Classroom Hours Tuesday 11:00AM - 12:10PM, McLeod Building (S), Room 002 (more)...",Wilmington Campus
2379,Cape Fear Community College,BIO-168-I01 (112310) Anatomy and Physiology I,4,D. Uguccioni,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2380,Cape Fear Community College,BIO-168-I01K (117451) Anatomy and Physiology I,4,M. Van Cura,"09/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2381,Cape Fear Community College,BIO-168-I02 (115808) Anatomy and Physiology I,4,H. Robertson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2382,Cape Fear Community College,BIO-168-I03 (116010) Anatomy and Physiology I,4,M. Van Cura,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2383,Cape Fear Community College,BIO-168-I04 (116038) Anatomy and Physiology I,4,E. Hofmann,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2384,Cape Fear Community College,BIO-168-I05 (116608) Anatomy and Physiology I,4,H. Robertson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2385,Cape Fear Community College,BIO-168-I06 (116609) Anatomy and Physiology I,4,H. Robertson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2386,Cape Fear Community College,BIO-168-I07 (116610) Anatomy and Physiology I,4,H. Robertson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2387,Cape Fear Community College,BIO-168-I08 (116611) Anatomy and Physiology I,4,D. Uguccioni,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2388,Cape Fear Community College,BIO-168-I09 (116612) Anatomy and Physiology I,4,D. Uguccioni,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2389,Cape Fear Community College,BIO-168-I10 (116613) Anatomy and Physiology I,4,D. Covington,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2390,Cape Fear Community College,BIO-168-I11 (116614) Anatomy and Physiology I,4,D. Covington,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2391,Cape Fear Community College,BIO-168-I12 (116615) Anatomy and Physiology I,4,D. Covington,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2392,Cape Fear Community College,BIO-168-I13 (116616) Anatomy and Physiology I,4,M. Van Cura,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2393,Cape Fear Community College,BIO-168-I14 (116617) Anatomy and Physiology I,4,D. Markillie,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2394,Cape Fear Community College,BIO-168-I16 (116602) Anatomy and Physiology I,4,D. Markillie,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2395,Cape Fear Community College,BIO-169-DYE02 (116619) Anatomy and Physiology II,4,D. Covington,"08/21/2020-12/17/2020 Classroom Hours Tuesday 06:00PM - 08:35PM, Union Station (U), Room 470 (more)...",Wilmington Campus
2396,Cape Fear Community College,BIO-169-I01 (112311) Anatomy and Physiology II,4,D. Uguccioni,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2397,Cape Fear Community College,BIO-169-I02 (115929) Anatomy and Physiology II,4,H. Robertson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2398,Cape Fear Community College,BIO-169-I03 (116011) Anatomy and Physiology II,4,M. Van Cura,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2399,Cape Fear Community College,BIO-169-I04 (116618) Anatomy and Physiology II,4,D. Uguccioni,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2400,Cape Fear Community College,BIO-169-I05 (116621) Anatomy and Physiology II,4,M. Van Cura,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2401,Cape Fear Community College,BIO-169-I06 (116622) Anatomy and Physiology II,4,D. Markillie,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2402,Cape Fear Community College,BIO-169-I07 (116623) Anatomy and Physiology II,4,D. Markillie,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2403,Cape Fear Community College,BIO-175-DY01 (116557) General Microbiology,3,H. Walters,"08/21/2020-12/17/2020 Classroom Hours Monday 01:00PM - 02:45PM, McLeod Building (S), Room 002 (more)...",Wilmington Campus
2404,Cape Fear Community College,BIO-175-DYE01 (116558) General Microbiology,3,A. Branson,"08/21/2020-12/17/2020 Classroom Hours Monday 06:00PM - 07:45PM, Union Station (U), Room 413 (more)...",Wilmington Campus
2405,Cape Fear Community College,BIO-175-I01 (115487) General Microbiology,3,H. Walters,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2406,Cape Fear Community College,BIO-175-I02 (116043) General Microbiology,3,J. Gee,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2407,Cape Fear Community College,BIO-175-I03 (116628) General Microbiology,3,A. Branson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2408,Cape Fear Community College,BIO-175-I04 (116629) General Microbiology,3,A. Branson,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2409,Cape Fear Community College,BIO-175-I05 (116630) General Microbiology,3,H. Walters,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2410,Cape Fear Community College,BIO-175-I06 (116631) General Microbiology,3,M. Doyle,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu (more)...",On-Line Courses
2411,Cape Fear Community College,BMS-118-D01 (114860) Basic Boat Operation,2,M. Cosenza,"08/21/2020-12/17/2020 Classroom Hours Friday 08:00AM - 08:50AM, Emmart/Burnett (W), Room 002 (more)...",Wilmington Campus
2412,Cape Fear Community College,BPA-120-DE01Z (109094) Petit Fours & Pastries,3,P. Jones,"10/19/2020-12/17/2020 Classroom Hours Monday, Tuesday 04:00PM - 04:50PM, Health Sciences/LRC (L), Room 109 (more)...",Wilmington Campus
2413,Cape Fear Community College,BPA-130-D01A (109095) European Cakes and Tortes,3,J. Chadwick,"08/21/2020-10/16/2020 Classroom Hours Wednesday, Thursday 08:00AM - 08:50AM, Health Sciences/LRC (L), Room 109 (more)...",Wilmington Campus
2414,Cape Fear Community College,BPA-220-D01Z (109096) Confection Artistry,4,J. Chadwick,"10/19/2020-12/17/2020 Classroom Hours Monday, Tuesday 08:00AM - 08:50AM, Health Sciences/LRC (L), Room 109 (more)...",Wilmington Campus
2415,Cape Fear Community College,BPA-240-D01Z (109097) Plated Desserts,3,J. Chadwick,"10/19/2020-12/17/2020 Classroom Hours Wednesday, Thursday 10:00AM - 10:50AM, Health Sciences/LRC (L), Room 109 (more)...",Wilmington Campus
2416,Cape Fear Community College,BPR-130-I01 (116958) Print Reading-Construction,3,J. Begue,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2417,Cape Fear Community College,BPR-130-I02 (116961) Print Reading-Construction,3,C. Blake,"08/21/2020-12/17/2020 Classroom Hours Days to be Announced, Times to be Announcedwww.cfcc.edu, Room cfcc.edu",On-Line Courses
2418,Cape Fear Community College,BPR-130-NY02 (116962) Print Reading-Construction,3,D. Cameron,"08/21/2020-12/17/2020 Classroom Hours Monday, Wednesday 12:30PM - 01:45PM, Carpentry Classoom Bldg, Room 101 (more)...",North Campus
2419,Cape Fear Community College,BTB-101-D01 (109102) Boat Building I,10,M. Bayne,"08/21/2020-12/17/2020 Classroom Hours Tuesday, Thursday, Friday 08:00AM - 08:50AM, Emmart/Burnett (W), Room 040 (more)...",Wilmington Campus
