,College,Credits:,Instructor,Course Subject,Class ID,Section Number,Course Name,Time of Course,Course Building,Course Room,Class Days,Dates,Location
10756,Johnston Community College,4.0,J. Green,HET,233,F03 (059407),Suspension and Steering,01:00PM - 04:50PM, Truck Driver Training Bldg," I113 10/07/2020-12/02/2020 Lab/Shop Hours Tuesday, Wednesday 01:00PM - 04:50PM, Truck Driver Training Bldg, ","Monday, Tuesday, Wednesday",10/12/2020-11/30/2020,Main Campus
10757,Johnston Community College,3.0,D. Williams,HIS,111,03 (059132),World Civilizations I,11:00AM - 12:15PM, Online,Online,"Monday, Wednesday",09/08/2020-12/03/2020,Online
10758,Johnston Community College,3.0,D. Williams,HIS,111,04 (059133),World Civilizations I,12:30PM - 01:45PM, Online,Online,"Monday, Wednesday",09/08/2020-12/03/2020,Online
10759,Johnston Community College,3.0,D. Williams,HIS,111,S01 (059130),World Civilizations I,09:30AM - 10:43AM,Online,Online,"Tuesday, Thursday",08/11/2020-12/03/2020,Online
10760,Johnston Community College,3.0,D. Williams,HIS,112,01 (059134),World Civilizations II,08:00AM - 09:15AM, Online,Online,"Monday, Wednesday",09/08/2020-12/03/2020,Online
10761,Johnston Community College,3.0,D. Williams,HIS,112,I01 (059136),World Civilizations II,No time given,Online,Online,Days to be Announced,08/10/2020-12/03/2020,Online
10762,Johnston Community College,3.0,S. Mountcastle,HIS,112,I02 (059137),World Civilizations II,No time given,Online,Online,Days to be Announced,08/10/2020-12/03/2020,Online
10763,Johnston Community College,3.0,D. Williams,HIS,112,S03 (059135),World Civilizations II,11:00AM - 12:13PM,Online,Online,"Tuesday, Thursday",08/11/2020-12/03/2020,Online
10764,Johnston Community College,3.0,E. Walls,HIS,131,02 (059140),American History I,02:00PM - 03:15PM, STEM, B108,"Monday, Wednesday",08/10/2020-12/02/2020,Main Campus
10765,Johnston Community College,3.0,E. Walls,HIS,131,B02 (059213),American History I,12:30PM - 01:30PM,TBA,Online,Days to be Announced,09/08/2020-12/03/2020,Online
10766,Johnston Community College,3.0,E. Ham,HIS,131,I01 (059141),American History I,No time given,Online,Online,Days to be Announced,08/10/2020-12/03/2020,Online
10767,Johnston Community College,3.0,E. Ham,HIS,131,I02 (059142),American History I,No time given,Online,Online,Days to be Announced,08/10/2020-12/03/2020,Online
10768,Johnston Community College,3.0,A. Kahn,HIS,131,I03 (059143),American History I,No time given,Online,Online,Days to be Announced,08/10/2020-12/03/2020,Online
10769,Johnston Community College,3.0,E. Ham,HIS,131,I04 (060181),American History I,No time given,Online,Online,Days to be Announced,08/17/2020-12/03/2020,Online
10770,Johnston Community College,3.0,E. Walls,HIS,131,I05 (060178),American History I,No time given,Online,Online,Days to be Announced,08/17/2020-12/03/2020,Online
